Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,BSA,Budget_SubActivity_BSA_Title,Budget_Line_Item,Budget_Line_Item_BLI_Title,Cost_Type,Cost_Type_Title,Add_Non_Add,FY_2025_Actuals_Quantity,FY_2025_Actuals_Amount,FY_2025_Reconcilation_Quantity,FY_2025_Reconciliation_Amount,FY_2025_Total_Quantity,FY_2025_Total_Amount,FY_2026_Discretionary_Enacted_Quantity,FY_2026_Discretionary_Enacted_Amount,FY_2026_PL_119_21_Spend_Plan_Quantity,FY_2026_PL_119_21_Spend_Plan_Amount,FY_2026_Total_Quantity,FY_2026_Total_Amount,FY_2027_Discretionary_Request_Quantity,FY_2027_Discretionary_Request_Amount,FY_2027_Mandatory_Quantity,FY_2027_Mandatory_Amount,FY_2027_Total_Quantity,FY_2027_Total_Amount,Classification
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,11,33,Mortar Ammunition,0050E89600,"60MM Mortar, All Types",A,Weapon System Cost,Add,,53648,,,,53648,,38114,,,,38114,,67727,,,,67727,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,12,33,Mortar Ammunition,3584E76000,"81MM Mortar, All Types",A,Weapon System Cost,Add,,95288,,,,95288,,41786,,,,41786,,123745,,,,123745,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,13,33,Mortar Ammunition,6780E25500,"120MM Mortar, All Types",A,Weapon System Cost,Add,,166355,,,,166355,,127144,,,,127144,,192826,,,,192826,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,14,35,Tank Ammunition,1120E22203,"Cartridges, Tank, 105MM And 120MM, All Types",A,Weapon System Cost,Add,,344832,,,,344832,,380265,,,,380265,,421735,,,,421735,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,15,37,Artillery Ammunition,0530E15101,"Artillery Cartridges, 75MM & 105MM, All Types",A,Weapon System Cost,Add,,59711,,,,59711,,80780,,,,80780,,48841,,,,48841,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,16,37,Artillery Ammunition,3102E89500,"ARTILLERY PROJECTILE, 155MM, All Types",A,Weapon System Cost,Add,,171657,,,,171657,,216777,,,,216777,,120703,,,,120703,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,17,37,Artillery Ammunition,6635F90100,PRECISION ARTILLERY MUNITIONS,A,Weapon System Cost,Add,,37318,,,,37318,,21095,,,,21095,,,,,,,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,18,37,Artillery Ammunition,8750E27501,"Artillery Propellants, Fuzes and Primers, All",A,Weapon System Cost,Add,,573947,,,,573947,,168737,,,,168737,,431328,,,,431328,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,19,43,Mines,0442EA0800,"Mines & Clearing Charges, All Types",A,Weapon System Cost,Add,,93925,,,,93925,,42748,,,,42748,,47012,,,,47012,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,20,43,Mines,0612E76740,Close Terrain Shaping Obstacle,A,Weapon System Cost,Add,,39283,,,,39283,,7860,,,,7860,,,,,,,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,21,43,Mines,7920E72501,"MINE, AT, VOLCANO, All Types",A,Weapon System Cost,Add,,501,,,,501,,,,,,,,4026,,,,4026,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,22,45,Rockets,2348EA4000,"Shoulder Launched Munitions, All Types",A,Weapon System Cost,Add,,78791,,,,78791,,34922,,,,34922,,50235,,,,50235,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,23,45,Rockets,3246E37300,"Rocket, Hydra 70, All Types",A,Weapon System Cost,Add,,110082,,,,110082,,34836,,,,34836,,92772,,,,92772,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,24,47,Other Ammunition,2420E61000,"CAD/PAD, All Types",A,Weapon System Cost,Add,,6571,,,,6571,,12543,,,,12543,,11615,,,,11615,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,25,47,Other Ammunition,2790E55400,"Demolition Munitions, All Types",A,Weapon System Cost,Add,,148171,,,,148171,,21409,,,,21409,,21691,,,,21691,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,26,47,Other Ammunition,4582E34000,"Grenades, All Types",A,Weapon System Cost,Add,,69867,,,,69867,,58530,,,,58530,,66845,,,,66845,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,27,47,Other Ammunition,6038E46900,"Signals, All Types",A,Weapon System Cost,Add,,22758,,,,22758,,36846,,,,36846,,44927,,,,44927,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,28,47,Other Ammunition,8278E51200,"Simulators, All Types",A,Weapon System Cost,Add,,13735,,,,13735,,10821,,,,10821,,11508,,,,11508,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,29,47,Other Ammunition,9847E97900,REACTIVE ARMOR TILES,A,Weapon System Cost,Add,,214418,,,,214418,,,,,,,,,,,,,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,30,50,Miscellaneous,0684EB0016,"Ammo Components, All Types",A,Weapon System Cost,Add,,3268,,,,3268,,4084,,,,4084,,4109,,,,4109,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,31,50,Miscellaneous,2624EA0055,Items Less Than $5 Million (AMMO),A,Weapon System Cost,Add,,18797,,,,18797,,16799,,,,16799,,16290,,,,16290,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,32,50,Miscellaneous,4370EA0575,Ammunition Peculiar Equipment,A,Weapon System Cost,Add,,3283,,,,3283,,16219,,,,16219,,14007,,,,14007,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,33,50,Miscellaneous,4758EA0550,First Destination Transportation (AMMO),A,Weapon System Cost,Add,,19514,,,,19514,,18600,,,,18600,,18712,,,,18712,U
2034A,"Procurement of Ammunition, Army",A,01,Ammunition,34,50,Miscellaneous,9615EA8500,Closeout Liabilities,A,Weapon System Cost,Add,,82,,,,82,,102,,,,102,,101,,,,101,U
2034A,"Procurement of Ammunition, Army",A,02,Ammunition production base support,35,10,Production Base Support,0572EP1000,Industrial Facilities,A,Weapon System Cost,Add,,1225605,,,,1225605,,2045845,,257000,,2302845,,2331763,,,,2331763,U
2034A,"Procurement of Ammunition, Army",A,02,Ammunition production base support,36,10,Production Base Support,4099EP1700,Conventional Munitions Demilitarization,A,Weapon System Cost,Add,,135649,,,,135649,,155050,,,,155050,,161179,,,,161179,U
2034A,"Procurement of Ammunition, Army",A,02,Ammunition production base support,37,10,Production Base Support,4150EP2500,ARMS Initiative,A,Weapon System Cost,Add,,4140,,,,4140,,3885,,,,3885,,3935,,,,3935,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,1,10,Tactical Vehicles,0896D03900,FAMILY OF SEMITRAILERS,A,Weapon System Cost,Add,0,94034,,,0,94034,,101623,,,,101623,,129602,,,,129602,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,2,10,Tactical Vehicles,3446D15400,HI MOB MULTI-PURP WHLD VEH (HMMWV),A,Weapon System Cost,Add,,147348,,,,147348,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,3,10,Tactical Vehicles,3484D15501,Ground Mobility Vehicles (GMV),A,Weapon System Cost,Add,,412344,,,,412344,,246162,,,,246162,,526796,,,,526796,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,4,10,Tactical Vehicles,3636D10000,ARNG HMMWV Modernization Program,A,Weapon System Cost,Add,,90000,,,,90000,,100000,,,,100000,,,,,,,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,5,10,Tactical Vehicles,5731D15610,JOINT LIGHT TACTICAL VEHICLE FAMILY OF VEHICL,A,Weapon System Cost,Add,,627988,,,,627988,,345000,,,,345000,,,,,,,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,6,10,Tactical Vehicles,5862D16001,"TRUCK, DUMP, 20T (CCE)",A,Weapon System Cost,Add,,49086,,,,49086,,47000,,,,47000,,17030,,,,17030,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,7,10,Tactical Vehicles,6866D15500,Family Of Medium Tactical Veh (FMTV),A,Weapon System Cost,Add,,464284,,,,464284,,77439,,,,77439,,283344,,,,283344,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,8,10,Tactical Vehicles,6880D15620,Family of Cold Weather All-Terrain Vehicle (C,A,Weapon System Cost,Add,,83860,,,,83860,,38001,,,,38001,,38294,,,,38294,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,9,10,Tactical Vehicles,7000D15800,Firetrucks & Associated Firefighting Equip,A,Weapon System Cost,Add,,33827,,,,33827,,39761,,,,39761,,40203,,,,40203,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,10,10,Tactical Vehicles,8309DA0500,Family Of Heavy Tactical Vehicles (FHTV),A,Weapon System Cost,Add,,527407,,,,527407,,202009,,,,202009,,169404,,,,169404,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,11,10,Tactical Vehicles,8330D17000,FAMILY OF COMMON TACTICAL TRUCKS,A,Weapon System Cost,Add,,,,,,,,,,,,,,80187,,,,80187,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,12,10,Tactical Vehicles,8980D04003,Tactical Wheeled Vehicle Protection Kits,A,Weapon System Cost,Add,,24747,,,,24747,,2660,,,,2660,,,,,,,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,13,10,Tactical Vehicles,8992DA0924,Modification Of In Svc Equip,A,Weapon System Cost,Add,,152801,,,,152801,,148728,,75000,,223728,,28583,,,,28583,U
2035A,"Other Procurement, Army",A,01,Tactical and support vehicles,14,20,Non-Tactical Vehicles,2450D30000,"NonTactical Vehicles, Other",A,Weapon System Cost,Add,,14890,,,,14890,,8462,,,,8462,,12029,,,,12029,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,15,12,Comm - Joint Communications,1989B11200,TACTICAL NETWORK COMMUNICATION,A,Weapon System Cost,Add,0,378645,,,0,378645,,665309,,,,665309,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,16,12,Comm - Joint Communications,1992B11400,C2 INFRASTRUCTURE,A,Weapon System Cost,Add,,,,,,,,,,,,,,1293203,,,,1293203,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,17,12,Comm - Joint Communications,1996B11500,C2 TRANSPORT,A,Weapon System Cost,Add,,,,,,,,,,,,,,1581863,,,,1581863,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,18,12,Comm - Joint Communications,2930BB5777,JCSE Equipment (USRDECOM),A,Weapon System Cost,Add,,5504,,,,5504,,5389,,,,5389,,39,,,,39,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,19,18,Comm - Satellite Communications,2912B56000,SATELLITE COMMUNICATIONS,A,Weapon System Cost,Add,0,149921,,,0,149921,,114770,,,,114770,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,20,18,Comm - Satellite Communications,2936B09800,Spectrum METSAT,A,Weapon System Cost,Add,,4268,,,,4268,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,21,18,Comm - Satellite Communications,2948BB8500,Defense Enterprise Wideband Satcom Systems,A,Weapon System Cost,Add,,87058,,,,87058,,65591,,,,65591,,73959,,,,73959,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,22,18,Comm - Satellite Communications,9897K49000,"Assured Positioning, Navigation and Timing",A,Weapon System Cost,Add,,240480,,,,240480,,212469,,,,212469,,243303,,,,243303,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,23,18,Comm - Satellite Communications,9915BC4120,Global Brdcst Svc - GBS,A,Weapon System Cost,Add,,534,,,,534,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,24,24,Comm - C3 System,8151B70000,COE Tactical Server Infrastructure (TSI),A,Weapon System Cost,Add,,58692,,,,58692,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,25,32,Comm - Combat Communications,6458B95004,Handheld Manpack Small Form Fit (HMS),A,Weapon System Cost,Add,,649214,,,,649214,,474592,,,,474592,,516045,,,,516045,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,26,32,Comm - Combat Communications,7264B24400,ARMY LINK 16 SYSTEMS,A,Weapon System Cost,Add,,104297,,,,104297,,133836,,,,133836,,33711,,,,33711,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,27,32,Comm - Combat Communications,8563B58601,Unified Command Suite,A,Weapon System Cost,Add,,20445,,,,20445,,20010,,,,20010,,20187,,,,20187,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,28,32,Comm - Combat Communications,9164BU8100,COTS Communications Equipment,A,Weapon System Cost,Add,,489754,,,,489754,,199772,,,,199772,,5188,,,,5188,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,29,32,Comm - Combat Communications,9885MA8000,Family of Med Comm for Combat Casualty Care,A,Weapon System Cost,Add,,5000,,,,5000,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,30,32,Comm - Combat Communications,9887B88810,Army Communications & Electronics,A,Weapon System Cost,Add,,60611,,,,60611,,46908,,,,46908,,54428,,,,54428,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,31,36,Comm - Intelligence Comm,0250BK5284,CI AUTOMATION ARCHITECTURE-INTEL,A,Weapon System Cost,Add,,15512,,,,15512,,15290,,,,15290,,16382,,,,16382,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,32,36,Comm - Intelligence Comm,0287BZ6100,MULTI-DOMAIN INTELLIGENCE,A,Weapon System Cost,Add,,131548,,,,131548,,76285,,,,76285,,243732,,,,243732,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,33,64,Information Security,0122TA0600,Information System Security Program-ISSP,A,Weapon System Cost,Add,,34037,,1500,,35537,,826,,,,826,,853,,,,853,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,34,64,Information Security,0125B96000,Communications Security (COMSEC),A,Weapon System Cost,Add,,98005,,,,98005,,125970,,,,125970,,145507,,,,145507,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,35,64,Information Security,0152B13000,BIOMETRIC ENABLING CAPABILITY (BEC),A,Weapon System Cost,Add,,45,,,,45,,65,,,,65,,65,,,,65,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,36,73,Comm - Base Communications,9200BB8650,Information Systems,A,Weapon System Cost,Add,,45206,,,,45206,,82384,,,,82384,,133046,,,,133046,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,37,73,Comm - Base Communications,9668B74000,BASE EMERGENCY COMMUNICATION,A,Weapon System Cost,Add,,42402,,,,42402,,50177,,,,50177,,50644,,,,50644,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,38,73,Comm - Base Communications,9700BU0500,Installation Info Infrastructure Mod Program,A,Weapon System Cost,Add,,138978,,,,138978,,431639,,,,431639,,335050,,,,335050,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,42,80,Elect Equip - Tact Int Rel Act (TIARA),9398K57300,TITAN,A,Weapon System Cost,Add,,,,,,,,236314,,,,236314,,368672,,,,368672,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,43,80,Elect Equip - Tact Int Rel Act (TIARA),9546B97600,TERRESTRIAL LAYER SYSTEMS (TLS),A,Weapon System Cost,Add,,162762,,,,162762,,47392,,,,47392,,172558,,,,172558,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,44,80,Elect Equip - Tact Int Rel Act (TIARA),9556B87000,COLLECTION CAPABILITY,A,Weapon System Cost,Add,0,4851,,,0,4851,,2935,,,,2935,,5914,,,,5914,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,45,80,Elect Equip - Tact Int Rel Act (TIARA),9654BU4050,DRUG INTERDICTION PROGRAM (DIP) (TIARA),A,Weapon System Cost,Add,,19135,,,,19135,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,46,80,Elect Equip - Tact Int Rel Act (TIARA),9690BZ7316,DCGS-A-INTEL,A,Weapon System Cost,Add,,4122,,,,4122,,1087,,,,1087,,1075,,,,1075,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,47,80,Elect Equip - Tact Int Rel Act (TIARA),9704BA0326,TROJAN,A,Weapon System Cost,Add,,39334,,,,39334,,37968,,,,37968,,48885,,,,48885,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,48,80,Elect Equip - Tact Int Rel Act (TIARA),9912BZ9750,MOD OF IN-SVC EQUIP (INTEL SPT),A,Weapon System Cost,Add,,6531,,,,6531,,20598,,,,20598,,12441,,,,12441,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,49,83,Elect Equip - Electronic Warfare (EW),8488K00002,EW Planning & Management Tools (EWPMT),A,Weapon System Cost,Add,,26327,,,,26327,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,50,83,Elect Equip - Electronic Warfare (EW),8489W60001,AIR VIGILANCE (AV),A,Weapon System Cost,Add,,9956,,,,9956,,43841,,,,43841,,106497,,,,106497,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,51,83,Elect Equip - Electronic Warfare (EW),8491B05000,Multi-Function Electronic Warfare (MFEW) Syst,A,Weapon System Cost,Add,,17004,,,,17004,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,52,83,Elect Equip - Electronic Warfare (EW),8499K10000,ELECTRONIC WARFARE PLANNING & MGMT TOOLS (EWP,A,Weapon System Cost,Add,,,,,,,,24547,,,,24547,,46570,,,,46570,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,53,83,Elect Equip - Electronic Warfare (EW),9926BL5287,FAMILY OF PERSISTENT SURVEILLANCE CAP.,A,Weapon System Cost,Add,,13013,,,,13013,,15382,,16600,,31982,,163,,,,163,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,54,83,Elect Equip - Electronic Warfare (EW),9996BL5283,COUNTERINTELLIGENCE/SECURITY COUNTERMEASURES,A,Weapon System Cost,Add,,20951,,,,20951,,8283,,,,8283,,8427,,,,8427,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,55,83,Elect Equip - Electronic Warfare (EW),9997BL5285,CI MODERNIZATION,A,Weapon System Cost,Add,,260,,,,260,,,,,,,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,56,86,Elect Equip - Tactical Surv. (Tac Surv),0125WK5057,Sentinel Mods,A,Weapon System Cost,Add,,171436,,,,171436,,462010,,,,462010,,485840,,,,485840,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,57,86,Elect Equip - Tactical Surv. (Tac Surv),0140KA3500,Night Vision Devices,A,Weapon System Cost,Add,,367443,,,,367443,,211569,,,,211569,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,58,86,Elect Equip - Tactical Surv. (Tac Surv),0155K35110,Small Tactical Optical Rifle Mounted MLRF,A,Weapon System Cost,Add,,10864,,,,10864,,2111,,,,2111,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,59,86,Elect Equip - Tactical Surv. (Tac Surv),0169BZ6501,Base Expeditiary Targeting and Surv Sys,A,Weapon System Cost,Add,,,,,,,,1801,,,,1801,,1818,,,,1818,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,60,86,Elect Equip - Tactical Surv. (Tac Surv),0173BZ0501,Indirect Fire Protection Family Of Systems,A,Weapon System Cost,Add,,63122,,,,63122,,98021,,,,98021,,18000,,,,18000,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,61,86,Elect Equip - Tactical Surv. (Tac Surv),0177K22001,FAMILY OF WEAPON SIGHTS (FWS),A,Weapon System Cost,Add,,167946,,,,167946,,95738,,,,95738,,15340,,,,15340,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,62,86,Elect Equip - Tactical Surv. (Tac Surv),0187AD3260,ENHANCED PORTABLE INDUCTIVE ARTILLERY FUZE SE,A,Weapon System Cost,Add,,5077,,,,5077,,10456,,,,10456,,13228,,,,13228,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,63,86,Elect Equip - Tactical Surv. (Tac Surv),0203H37700,Surveillance Systems,A,Weapon System Cost,Add,,,,,,,,,,,,,0,9848,,,0,9848,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,64,86,Elect Equip - Tactical Surv. (Tac Surv),0214KA4510,Forward Looking Infrared (IFLIR),A,Weapon System Cost,Add,,68504,,,,68504,,60765,,,,60765,,84134,,,,84134,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,65,86,Elect Equip - Tactical Surv. (Tac Surv),0219AD0500,COUNTER SMALL UNMANNED AERIAL SYSTEM (C-SUAS),A,Weapon System Cost,Add,,543711,,,,543711,,335568,,260440,,596008,,994127,,,,994127,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,66,86,Elect Equip - Tactical Surv. (Tac Surv),0245W61990,JOINT BATTLE COMMAND - PLATFORM (JBC-P),A,Weapon System Cost,Add,,167172,,,,167172,,60395,,,,60395,,,,,,,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,67,86,Elect Equip - Tactical Surv. (Tac Surv),0254K32101,JOINT EFFECTS TARGETING SYSTEM (JETS),A,Weapon System Cost,Add,,8826,,,,8826,,48715,,,,48715,,7663,,,,7663,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,68,86,Elect Equip - Tactical Surv. (Tac Surv),5726K99200,Computer Ballistics:  LHMBC XM32,A,Weapon System Cost,Add,,2966,,,,2966,,6325,,,,6325,,6382,,,,6382,U
2035A,"Other Procurement, Army",A,02,Communications and electronics equipment,69,86,Elect Equip - Tactical Surv. (Tac Surv),7500K99300,Mortar Fire Control System,A,Weapon System Cost,Add,,24560,,,,24560,,3657,,,,3657,,2391,,,,2391,U
